SerialNum,AGE_BAND_AGG8,COB_AGG3,ECONOMIC_ACTIVITY_10M,ETHNIC_GROUP_AGG2,HEALTH_IN_GENERAL,FAMILY_TYPE,HH_SOCGRADE4,HOURS_PER_WEEK_WORKED,IN_FULL_TIME_EDUCATION,INDUSTRY_CURRENT_10A,LEGAL_PARTNERSHIP_STATUS_6A,OCCUPATION_CURRENT_1DIGIT,RELIGION_BELONG_TO,RELIGION_BROUGHT_UP_IN,SEX,UR_RESIDENCE_TYPE
14550,6,1,2,1,2,2,3,4,2,1,2,5,5,,2,1
14551,6,1,8,1,4,4,4,,2,,5,,7,4,1,1
14552,2,1,1,1,1,2,3,3,2,7,1,2,4,,1,1
14553,2,1,6,1,1,2,2,,1,,1,,1,,1,1
14554,8,1,5,1,3,3,,,2,,1,,3,,2,1
14555,7,1,1,1,1,2,,1,2,5,2,8,1,,2,1
14556,7,1,5,1,2,2,,,2,,2,,3,,2,1
14557,5,1,1,1,3,4,3,3,2,8,1,5,7,4,1,1
14558,4,1,1,1,1,2,1,3,2,8,2,1,1,,2,1
14559,2,1,6,1,1,1,4,,1,,1,,7,4,2,1
14560,1,1,,1,1,2,1,,1,,,,1,,1,1
14561,6,1,1,1,3,2,2,2,2,5,2,7,3,,1,1
14562,6,1,1,1,1,1,4,3,2,5,1,7,1,,1,1
14563,5,1,7,1,2,2,1,,2,,2,,1,,1,1
14564,4,3,1,1,1,2,2,4,2,4,2,5,5,,2,1
14565,7,1,5,1,2,1,,,2,,1,,4,,2,1
14566,1,1,,1,1,2,2,,1,,,,1,,2,1
14567,2,1,6,1,1,2,2,,1,,1,,1,,1,1
14568,7,1,5,1,1,1,,,2,,4,,1,,2,1
14569,6,1,5,1,2,2,2,,2,,2,,1,,2,1
14570,4,1,1,1,2,2,2,3,2,8,2,4,1,,1,1
14571,5,1,1,1,5,1,2,3,2,8,1,4,7,4,2,1
14572,8,1,5,1,1,2,,,2,,2,,8,2,2,1
14573,6,1,2,1,1,4,,1,2,7,1,6,1,,2,1
14574,5,1,2,1,1,2,2,2,2,7,2,4,3,,2,1
14575,1,1,,1,1,2,2,,1,,,,1,,1,1
14576,5,1,1,1,2,2,2,2,2,5,2,4,7,2,1,1
14577,6,1,7,1,2,2,4,,2,,2,,1,,1,1
14578,7,2,5,1,3,2,,,2,,2,,3,,2,1
14579,6,1,1,1,2,2,3,3,2,7,2,6,7,2,2,1
14580,8,1,5,1,3,2,,,2,,2,,3,,2,1
14581,5,1,1,1,1,2,2,3,2,8,2,2,3,,1,1
14582,3,1,1,1,2,2,3,4,2,8,1,7,7,1,2,1
14583,1,1,,1,1,2,2,,,,,,1,,1,1
14584,5,1,2,1,1,2,3,3,2,4,2,5,1,,2,1
14585,4,1,1,1,1,3,2,3,2,2,2,3,2,,2,1
14586,2,1,1,1,2,3,2,3,2,5,1,3,7,2,2,1
14587,3,1,1,1,1,2,4,2,2,8,1,2,1,,2,1
14588,1,1,,1,1,2,2,,1,,,,1,,1,1
14589,6,1,8,1,4,4,4,,2,,4,,5,,1,1
14590,7,2,5,1,4,2,,,2,,2,,7,4,2,1
14591,2,1,6,1,1,2,3,,1,,1,,5,,1,1
14592,2,1,1,1,1,2,1,3,2,2,1,2,1,,2,1
14593,5,1,1,1,1,2,2,3,2,8,2,4,2,,2,1
14594,5,2,2,1,1,2,1,3,2,8,2,2,1,,2,1
14595,3,1,6,1,2,2,3,,1,,1,,1,,1,1
14596,2,1,1,1,2,3,3,3,2,5,1,5,5,,2,1
14597,4,1,1,1,1,2,3,3,2,8,2,3,1,,2,1
14598,8,1,5,1,4,2,,,2,,2,,3,,2,1
14599,8,1,5,1,3,2,,,2,,2,,1,,2,1
14600,2,1,1,1,1,2,3,3,2,5,1,9,7,4,2,1
14601,3,1,1,1,3,2,2,3,2,8,1,3,1,,1,1
14602,6,1,8,1,3,2,4,,2,,2,,1,,1,1
14603,5,1,1,1,3,2,4,3,2,4,2,5,3,,2,1
14604,3,1,1,1,2,3,2,3,2,4,1,3,8,1,2,1
14605,4,1,1,1,2,2,1,3,2,3,2,3,3,,2,1
14606,1,1,,1,1,2,1,,,,,,1,,2,1
14607,4,1,1,1,3,2,3,1,2,8,2,2,1,,1,1
14608,2,1,1,1,1,3,1,3,2,6,1,2,7,2,2,1
14609,1,1,,1,1,4,4,,1,,,,4,,2,1
14610,2,1,4,1,1,2,1,2,1,5,1,7,1,,2,1
14611,3,1,1,1,1,2,2,3,2,5,2,7,1,,2,1
14612,1,1,,2,1,2,4,,1,,,,6,,1,1
14613,2,1,1,1,2,3,2,3,2,5,1,7,5,,1,1
14614,6,1,5,1,2,2,2,,2,,2,,8,2,2,1
14615,4,1,1,1,1,3,2,3,2,8,1,4,1,,1,1
14616,2,3,4,1,1,2,1,,1,,1,,1,,2,1
14617,3,1,1,1,1,3,1,3,2,2,1,1,7,4,1,1
14618,6,1,8,1,4,1,4,,2,,3,,1,,1,1
14619,7,1,5,1,1,2,,,2,,2,,1,,2,1
14620,3,1,1,2,2,2,,2,2,5,1,7,7,4,2,1
14621,2,1,1,1,1,2,3,3,2,4,1,5,7,4,2,1
14622,8,1,5,1,2,2,,,2,,2,,2,,2,1
14623,6,1,9,2,2,1,4,,2,,3,,7,4,2,1
14624,1,1,,1,1,2,2,,1,,,,1,,1,1
14625,3,1,1,1,1,2,4,3,2,5,2,7,3,,1,1
14626,3,1,1,1,2,1,1,3,2,6,1,2,2,,2,1
14627,3,1,1,2,1,3,1,3,2,6,1,2,1,,2,1
14628,4,1,1,1,1,2,1,3,2,7,2,1,5,,1,1
14629,6,1,1,1,1,2,2,3,2,3,2,3,2,,1,1
14630,7,3,8,1,3,1,,,2,,4,,5,,1,1
14631,4,1,1,1,1,4,4,2,2,8,1,9,3,,1,1
14632,5,1,8,1,4,4,4,,2,,3,,3,,1,1
14633,7,1,5,1,4,2,,,2,,2,,1,,1,1
14634,7,3,5,1,4,1,3,,2,,4,,1,,1,1
14635,5,3,1,1,2,3,4,3,2,2,1,9,7,2,1,1
14636,7,2,5,1,1,2,,,2,,2,,7,1,2,1
14637,6,1,1,1,1,2,3,3,2,2,2,5,1,,2,1
14638,4,1,2,1,1,3,4,3,2,5,1,7,1,,2,1
14639,1,1,,1,1,2,1,,1,,,,7,4,2,1
14640,6,1,1,1,2,2,3,3,2,8,2,6,1,,2,1
14641,2,1,6,1,1,2,2,,1,,1,,2,,2,1
14642,3,1,7,1,1,2,4,,2,,2,,6,,1,1
14643,8,1,5,1,4,5,,,2,,5,,1,,2,1
14644,7,1,5,1,4,2,,,2,,2,,1,,2,1
14645,4,1,1,1,2,2,1,4,2,9,2,2,5,,2,1
14646,6,1,2,1,1,2,3,2,2,8,2,6,5,,1,1
14647,6,1,1,1,1,2,4,3,2,8,2,6,2,,1,1
14648,6,1,1,1,2,2,1,3,2,8,2,1,1,,1,1
14649,8,1,5,1,2,2,,,2,,2,,1,,1,1
14650,1,1,,1,1,4,4,,1,,,,7,4,1,1
14651,4,1,2,1,1,2,2,4,2,7,2,5,7,2,2,1
14652,6,1,1,1,2,1,3,3,2,6,1,8,2,,2,1
14653,5,1,2,1,1,2,2,4,2,1,2,5,3,,2,1
14654,1,1,,1,1,2,1,,1,,,,1,,1,1
14655,2,1,6,1,1,2,2,,1,,1,,1,,2,1
14656,3,1,2,1,2,1,2,3,2,9,1,2,1,,1,1
14657,5,1,1,1,3,1,4,4,2,2,1,9,2,,2,1
14658,5,1,1,1,2,3,2,3,2,8,2,2,8,2,2,1
14659,2,2,6,1,1,1,2,,1,,1,,1,,2,1
14660,7,1,5,1,4,2,,,2,,2,,3,,2,1
14661,2,1,6,1,4,3,2,,1,,1,,7,1,1,1
14662,6,1,1,1,2,4,2,2,2,7,1,6,2,,1,1
14663,6,1,2,1,2,2,4,3,2,6,2,8,7,4,2,1
14664,6,1,8,1,4,1,4,,2,,1,,1,,2,1
14665,1,1,,1,1,4,4,,,,,,7,4,1,1
14666,7,2,5,1,2,2,,,2,,2,,7,2,1,1
14667,2,1,6,1,1,4,4,,1,,1,,1,,2,1
14668,5,1,1,1,2,2,1,1,2,7,2,4,1,,1,1
14669,3,1,1,1,1,2,3,3,2,2,1,5,1,,2,1
14670,8,1,8,1,4,2,,,2,,2,,1,,2,1
14671,1,2,,1,2,3,3,,1,,,,2,,2,1
14672,4,1,9,1,1,1,4,,2,,1,,7,1,2,1
14673,1,3,,1,2,4,4,,1,,,,1,,1,1
14674,4,1,1,1,1,3,2,1,2,5,1,9,7,4,1,1
14675,5,1,1,1,2,1,3,2,2,5,1,9,1,,2,1
14676,7,1,5,1,1,1,,,2,,1,,7,3,2,1
14677,7,1,5,1,3,2,,,2,,2,,1,,2,1
14678,1,1,,1,1,4,4,,1,,,,1,,2,1
14679,5,1,2,1,1,2,3,4,2,6,2,8,1,,2,1
14680,5,1,2,1,1,2,3,3,2,4,2,5,1,,2,1
14681,6,1,5,1,4,1,4,,2,,3,,1,,1,1
14682,5,1,8,1,4,4,4,,2,,4,,3,,1,1
14683,5,1,1,1,1,2,1,4,2,8,2,2,1,,1,1
14684,5,1,2,1,1,2,4,2,2,6,2,8,5,,2,1
14685,3,1,8,1,3,2,4,,2,,3,,2,,2,1
14686,1,1,,1,1,2,3,,1,,,,1,,1,1
14687,4,2,1,1,2,2,1,3,2,2,2,1,1,,2,1
14688,2,1,6,1,1,4,4,,1,,1,,1,,2,1
14689,3,3,1,2,2,1,4,3,2,2,1,9,1,,1,1
14690,6,1,8,1,3,2,,,2,,2,,1,,1,1
14691,6,1,2,1,3,2,2,3,2,4,2,1,4,,2,1
14692,4,3,1,1,2,3,4,3,2,5,1,9,1,,2,1
14693,3,1,1,1,1,2,2,3,2,8,1,2,1,,2,1
14694,5,1,1,1,2,2,3,3,2,6,2,5,1,,2,1
14695,7,1,5,1,2,1,,,2,,1,,1,,2,1
14696,5,1,1,1,1,2,3,3,2,8,2,6,1,,1,1
14697,1,1,,1,2,2,2,,1,,,,1,,2,1
14698,6,1,8,1,5,1,4,,2,,5,,7,2,2,1
14699,1,1,,1,1,3,4,,1,,,,5,,1,1
14700,3,3,7,2,1,2,3,,2,,1,,5,,1,1
14701,8,1,5,1,1,1,,,2,,5,,2,,1,1
14702,3,1,1,1,1,2,2,3,2,9,2,6,3,,2,1
14703,2,1,4,1,1,4,2,2,1,5,1,7,7,4,1,1
14704,4,1,7,1,1,2,1,,2,,2,,1,,1,1
14705,1,1,,1,1,3,3,,1,,,,1,,2,1
14706,4,1,2,1,1,2,2,2,2,2,2,2,1,,2,1
14707,4,1,1,1,1,2,1,3,2,5,2,2,2,,1,1
14708,4,3,1,1,1,2,2,3,2,8,2,6,5,,1,1
14709,5,1,2,1,3,5,3,1,2,4,4,5,2,,2,1
14710,3,1,1,1,1,2,3,2,2,8,2,6,3,,1,1
14711,3,2,3,1,1,1,2,,2,,1,,7,1,2,1
14712,4,1,2,1,2,1,3,2,2,4,3,5,3,,2,1
14713,2,1,6,1,1,2,3,,1,,1,,8,1,2,1
14714,4,1,2,1,1,2,1,2,2,7,2,4,1,,1,1
14715,7,1,5,1,2,2,,,2,,2,,2,,1,1
14716,6,1,1,1,1,2,2,2,2,7,2,4,1,,1,1
14717,4,1,1,1,1,3,1,3,2,7,1,1,1,,2,1
14718,3,1,1,1,1,2,2,1,2,8,1,2,1,,1,1
14719,1,1,,1,1,2,1,,1,,,,1,,2,1
14720,7,1,5,1,2,2,,,2,,2,,1,,1,1
14721,6,1,1,1,2,2,1,3,2,8,2,2,7,1,2,1
14722,3,3,1,1,1,1,2,3,2,5,1,9,7,1,2,1
14723,4,1,1,1,2,1,3,3,2,2,4,8,1,,2,1
14724,2,1,6,1,1,2,1,,1,,1,,7,4,1,1
14725,5,1,1,1,1,4,,3,2,5,1,8,1,,2,1
14726,6,1,8,1,3,1,2,,2,,4,,7,2,1,1
14727,2,1,1,1,3,5,1,2,2,8,1,3,1,,1,1
14728,6,1,1,1,2,2,2,3,2,7,2,4,2,,1,1
14729,1,1,,1,1,2,1,,1,,,,3,,2,1
14730,4,2,2,1,2,2,,1,2,8,2,3,5,,1,1
14731,7,2,5,1,2,2,,,2,,2,,3,,1,1
14732,4,1,1,1,2,4,4,2,2,8,3,5,7,4,1,1
14733,8,1,5,1,2,1,,,2,,5,,3,,1,1
14734,6,1,1,1,1,4,1,3,2,7,4,2,7,4,1,1
14735,6,1,1,1,2,2,3,1,2,8,2,4,2,,1,1
14736,4,1,7,1,2,2,3,,2,,2,,1,,1,1
14737,1,1,,1,1,2,1,,1,,,,5,,1,1
14738,8,1,5,1,3,1,,,2,,5,,1,,2,1
14739,4,2,6,1,1,2,2,,2,,2,,1,,1,1
14740,4,1,2,1,2,2,3,1,2,7,2,2,7,4,1,1
14741,6,1,2,1,1,2,3,3,2,5,2,7,1,,1,1
14742,8,1,5,1,1,2,,,2,,2,,5,,2,1
14743,8,1,5,1,1,1,,,2,,5,,3,,2,1
14744,7,1,5,1,3,2,,,2,,2,,4,,1,1
14745,2,1,1,1,2,2,3,3,2,4,1,8,1,,2,1
14746,4,1,3,1,1,2,3,,2,,1,,3,,2,1
14747,2,3,9,1,1,4,4,,2,,1,,1,,2,1
14748,5,1,8,1,3,2,2,,2,,2,,1,,1,1
14749,1,1,,1,1,5,4,,1,,,,7,4,1,1
14750,2,1,4,1,1,4,1,2,1,8,1,6,7,4,1,1
14751,4,1,8,1,3,1,4,,2,,1,,5,,1,1
14752,3,1,1,1,1,1,3,3,2,9,1,6,6,,2,1
14753,8,1,5,1,2,2,,,2,,2,,2,,1,1
14754,7,1,5,1,2,2,,,2,,2,,1,,2,1
14755,1,1,,1,1,4,1,,1,,,,7,2,2,1
14756,1,1,,1,1,2,1,,1,,,,7,4,1,1
14757,5,1,1,1,1,1,1,3,2,2,4,1,1,,2,1
14758,6,1,8,1,2,1,4,,2,,1,,1,,1,1
14759,3,1,1,1,2,3,2,3,2,8,1,8,1,,2,1
14760,1,1,,1,1,2,2,,1,,,,3,,2,1
14761,5,1,2,1,1,2,2,2,2,9,2,6,1,,1,1
14762,1,1,,1,2,4,4,,1,,,,1,,2,1
14763,4,1,1,1,1,1,2,3,2,8,4,3,2,,2,1
14764,2,1,9,1,2,3,4,,2,,1,,1,,1,1
14765,7,1,5,1,2,4,,,2,,5,,7,2,1,1
14766,1,1,,1,2,2,2,,1,,,,1,,2,1
14767,6,1,7,1,1,3,2,,2,,1,,1,,1,1
14768,7,1,5,1,3,2,,,2,,2,,1,,1,1
14769,4,1,1,1,2,2,1,3,2,6,2,2,7,1,2,1
14770,4,1,1,1,2,4,2,3,2,8,4,3,7,2,1,1
14771,1,1,,1,1,2,3,,1,,,,5,,2,1
14772,4,2,2,1,1,4,3,3,2,5,3,5,7,4,1,1
14773,7,1,5,1,3,2,,,2,,2,,2,,2,1
14774,3,1,1,1,3,2,2,3,2,2,2,4,1,,1,1
14775,5,1,2,1,1,3,2,1,2,4,1,3,1,,1,1
14776,6,1,8,1,3,4,4,,2,,4,,8,1,1,1
14777,6,1,8,1,4,4,4,,2,,3,,1,,1,1
14778,6,1,5,1,4,2,2,,2,,2,,1,,1,1
14779,4,1,1,1,1,2,4,2,2,7,2,9,7,2,2,1
14780,6,3,1,2,2,2,3,2,2,8,2,2,1,,1,1
14781,1,1,,1,1,3,1,,,,,,1,,1,1
14782,7,1,5,1,3,2,,,2,,2,,1,,1,1
14783,1,1,,1,1,2,3,,1,,,,1,,1,1
14784,3,1,1,1,1,3,3,3,2,2,1,5,2,,2,1
14785,8,1,5,1,4,1,,,2,,5,,1,,1,1
14786,2,1,9,1,2,3,4,,2,,1,,1,,2,1
14787,4,1,1,1,2,2,,3,2,5,1,7,1,,2,1
14788,1,1,,2,1,2,2,,1,,,,1,,1,1
14789,4,1,1,1,2,1,3,3,2,7,3,9,1,,2,1
14790,5,1,8,1,4,1,4,,2,,1,,1,,1,1
14791,2,3,9,1,3,2,2,,2,,2,,7,4,1,1
14792,4,1,1,1,2,3,1,3,2,8,1,2,2,,1,1
14793,8,1,5,1,3,2,,,2,,2,,3,,2,1
14794,5,1,1,1,1,3,3,3,2,6,4,8,3,,2,1
14795,6,3,8,1,3,2,2,,2,,2,,1,,2,1
14796,3,1,1,1,3,1,2,3,2,8,3,7,7,4,1,1
14797,2,1,6,1,2,4,4,,1,,1,,7,2,1,1
14798,8,1,5,1,2,1,,,2,,1,,1,,2,1
14799,6,1,1,1,2,2,3,3,2,8,2,6,1,,1,1
14800,8,1,5,1,1,2,,,2,,2,,8,2,1,1
14801,1,1,,1,2,2,3,,,,,,1,,1,1
14802,4,1,3,1,2,3,2,,2,,1,,7,1,2,1
14803,2,1,1,1,1,1,2,3,2,8,1,2,3,,1,1
14804,5,1,1,1,1,2,1,3,2,6,2,1,1,,2,1
14805,2,2,1,1,2,1,4,3,2,5,1,7,5,,1,1
14806,8,1,5,1,2,2,,,2,,2,,1,,1,1
14807,3,1,1,1,1,2,3,3,2,8,1,5,2,,2,1
14808,6,1,5,1,4,2,3,,2,,2,,1,,1,1
14809,8,1,5,1,3,1,,,2,,3,,3,,2,1
14810,1,1,,1,1,4,2,,,,,,1,,1,1
14811,1,1,,1,1,2,1,,1,,,,3,,1,1
14812,1,1,,1,1,2,3,,1,,,,2,,2,1
14813,3,1,1,1,2,2,2,2,2,6,2,4,7,4,2,1
14814,3,1,1,1,2,3,2,3,2,7,1,3,1,,1,1
14815,4,1,1,1,2,2,1,3,2,6,2,1,7,2,2,1
14816,1,1,,1,2,2,2,,1,,,,2,,2,1
14817,1,1,,1,2,2,2,,1,,,,1,,2,1
14818,5,1,8,1,3,4,,,2,,1,,1,,1,1
14819,1,1,,1,1,2,2,,,,,,1,,1,1
14820,3,1,8,1,4,2,4,,2,,1,,8,2,2,1
14821,6,1,8,1,3,2,4,,2,,2,,7,2,2,1
14822,5,3,1,2,2,2,3,2,2,5,2,5,6,,2,1
14823,8,1,5,1,3,2,,,2,,2,,3,,2,1
14824,5,1,8,1,3,4,4,,2,,3,,1,,1,1
14825,1,2,,1,1,2,1,,1,,,,7,4,1,1
14826,1,1,,1,1,2,3,,1,,,,1,,1,1
14827,4,1,2,1,3,2,,1,2,7,1,9,1,,2,1
14828,3,1,9,1,3,2,4,,2,,2,,3,,1,1
14829,3,3,2,1,2,3,4,1,2,7,1,9,1,,2,1
14830,1,1,,1,2,4,4,,,,,,1,,1,1
14831,3,1,1,1,3,3,2,3,2,6,1,8,2,,2,1
14832,4,1,8,1,2,4,,,2,,1,,7,4,1,1
14833,1,1,,1,2,4,4,,1,,,,1,,2,1
14834,3,1,1,1,3,4,,3,2,8,1,4,7,4,1,1
14835,8,1,5,1,1,2,,,2,,2,,2,,2,1
14836,8,1,5,1,3,1,,,2,,5,,3,,2,1
14837,4,3,2,1,1,2,2,2,2,5,2,5,7,4,2,1
14838,2,1,1,1,2,2,3,2,2,8,2,6,7,2,1,1
14839,3,1,2,1,1,2,4,4,2,4,1,5,1,,2,1
14840,4,1,1,1,1,2,2,3,2,8,2,1,7,2,1,1
14841,1,1,,1,1,4,2,,1,,,,2,,1,1
14842,4,1,1,1,1,2,2,3,2,8,2,4,7,4,2,1
14843,5,1,1,1,2,1,4,3,2,5,4,9,3,,1,1
14844,4,2,7,1,2,2,1,,2,,2,,7,4,1,1
14845,2,1,1,1,1,2,3,3,2,4,1,5,1,,2,1
14846,8,1,5,1,3,2,,,2,,2,,5,,2,1
14847,2,1,8,1,3,4,4,,2,,1,,5,,1,1
14848,5,1,8,1,4,2,4,,2,,2,,2,,2,1
14849,2,1,4,1,1,2,3,2,1,5,1,5,1,,2,1
14850,8,1,5,1,3,2,,,2,,2,,1,,2,1
14851,7,1,5,1,4,2,,,2,,2,,3,,2,1
14852,8,1,5,1,2,1,,,2,,5,,7,2,1,1
14853,8,1,5,1,3,1,,,2,,5,,5,,1,1
14854,2,1,6,1,1,2,4,,1,,1,,1,,2,1
14855,3,1,8,1,1,3,4,,2,,1,,2,,1,1
14856,7,1,5,1,1,2,,,2,,2,,5,,2,1
14857,5,1,7,1,2,1,4,,2,,2,,1,,2,1
14858,5,1,3,1,3,4,4,,2,,3,,7,4,1,1
14859,8,1,5,1,5,1,,,2,,5,,2,,1,1
14860,2,1,3,1,2,5,4,,2,,1,,7,2,1,1
14861,2,1,4,1,1,2,1,1,1,5,1,7,2,,2,1
14862,3,1,1,1,1,2,2,1,2,5,1,4,5,,1,1
14863,7,2,5,1,4,4,,,2,,5,,1,,1,1
14864,1,1,,1,1,2,1,,,,,,1,,2,1
14865,4,2,1,1,2,4,3,3,2,8,1,3,7,1,1,1
14866,5,1,1,1,2,3,2,3,2,4,3,4,2,,1,1
14867,2,1,3,1,3,1,4,,2,,1,,1,,2,1
14868,3,1,1,2,1,1,3,3,2,6,2,2,5,,2,1
14869,7,1,5,1,3,1,,,2,,5,,1,,1,1
14870,6,1,8,1,4,1,4,,2,,4,,1,,1,1
14871,4,1,1,1,2,2,2,4,2,7,1,9,1,,2,1
14872,5,1,1,1,1,2,4,3,2,7,2,4,1,,1,1
14873,5,1,8,1,3,4,4,,2,,4,,7,4,1,1
14874,6,1,2,1,2,1,4,3,2,8,4,6,7,2,1,1
14875,2,1,7,1,1,2,3,,2,,1,,5,,2,1
14876,5,1,1,1,1,2,1,3,2,6,2,1,2,,2,1
14877,7,1,1,1,2,1,,2,2,8,1,2,2,,1,1
14878,6,1,8,1,1,3,,,2,,1,,2,,1,1
14879,5,1,1,1,2,1,3,2,2,8,1,6,2,,1,1
14880,5,1,2,1,1,1,3,2,2,4,1,5,7,2,2,1
14881,6,1,1,1,1,1,4,3,2,2,1,8,1,,2,1
14882,8,1,5,1,1,1,,,2,,5,,3,,1,1
14883,4,1,8,1,5,1,4,,2,,1,,1,,2,1
14884,5,1,1,1,1,5,,3,2,7,4,4,2,,2,1
14885,7,1,5,1,2,2,1,,2,,2,,1,,2,1
14886,1,1,,1,1,2,3,,1,,,,2,,1,1
14887,3,1,1,1,1,2,,3,2,5,1,8,1,,2,1
14888,6,1,2,1,1,2,2,4,2,4,2,8,7,2,2,1
14889,5,1,1,1,1,2,2,1,2,8,2,2,4,,1,1
14890,1,1,,1,1,2,4,,1,,,,3,,1,1
14891,1,1,,1,1,4,4,,,,,,7,1,2,1
14892,3,1,7,1,2,4,4,,2,,1,,1,,1,1
14893,4,2,1,1,1,3,2,3,2,5,4,3,7,4,2,1
14894,7,1,5,1,1,2,,,2,,2,,2,,1,1
14895,1,1,,1,1,4,3,,,,,,7,4,1,1
14896,5,1,1,1,1,3,4,3,2,8,1,4,2,,2,1
14897,7,1,5,1,2,1,,,2,,5,,3,,1,1
14898,1,1,,1,1,2,1,,,,,,1,,1,1
14899,2,1,4,1,1,2,3,1,1,6,1,2,1,,2,1
14900,5,1,1,1,2,2,2,2,2,8,2,6,1,,1,1
14901,1,3,,1,1,4,3,,1,,,,5,,2,1
14902,1,1,,1,2,4,4,,1,,,,1,,1,1
14903,6,1,1,1,2,1,4,3,2,8,3,9,1,,2,1
14904,8,1,5,1,4,1,,,2,,5,,1,,1,1
14905,6,3,5,1,4,2,4,,2,,2,,5,,2,1
14906,1,1,,1,2,4,4,,1,,,,1,,2,1
14907,1,1,,1,1,4,4,,1,,,,4,,2,1
14908,1,1,,1,1,2,1,,1,,,,7,4,1,1
14909,1,1,,1,1,4,3,,1,,,,1,,1,1
14910,2,1,8,1,3,4,4,,2,,1,,1,,2,1
14911,2,1,1,1,1,2,4,3,2,4,1,5,1,,2,1
14912,3,1,1,1,1,3,4,3,2,7,1,4,1,,1,1
14913,4,1,1,1,1,2,1,3,2,8,2,2,1,,1,1
14914,6,1,9,1,3,3,4,,2,,4,,2,,2,1
14915,5,1,1,1,3,2,,2,2,8,1,6,2,,1,1
14916,2,1,4,1,1,1,2,1,1,5,1,3,1,,2,1
14917,3,1,7,1,1,3,4,,2,,1,,7,4,1,1
14918,5,1,2,1,1,2,3,4,2,1,2,5,3,,2,1
14919,5,2,5,1,2,3,3,,2,,4,,7,4,2,1
14920,1,1,,1,2,4,4,,,,,,1,,1,1
14921,3,3,1,1,2,2,3,3,2,2,2,5,1,,1,1
14922,2,1,6,1,1,4,4,,1,,1,,1,,2,1
14923,1,1,,2,1,2,3,,1,,,,2,,1,1
14924,1,1,,2,1,4,4,,1,,,,6,,1,1
14925,3,1,1,1,1,4,2,3,2,7,1,2,3,,2,1
14926,1,1,,1,1,2,3,,1,,,,7,4,1,1
14927,8,1,5,1,3,1,,,2,,4,,4,,1,1
14928,1,1,,1,1,2,3,,1,,,,3,,1,1
14929,3,1,1,1,2,2,3,2,2,5,1,8,1,,2,1
14930,2,1,1,1,1,2,3,2,2,5,1,8,1,,2,1
14931,2,1,6,1,2,4,,,2,,1,,7,2,1,1
14932,7,1,5,1,3,2,,,2,,2,,7,1,2,1
14933,6,1,5,1,1,2,2,,2,,2,,2,,1,1
14934,6,2,1,1,1,2,1,4,2,2,2,1,1,,2,1
14935,6,1,1,1,3,3,2,1,2,5,3,4,7,2,1,1
14936,5,2,7,1,2,2,4,,2,,2,,7,4,1,1
14937,1,1,,1,2,2,4,,1,,,,1,,2,1
14938,5,1,1,1,1,2,2,3,2,4,2,3,7,2,2,1
14939,3,1,1,1,1,4,4,2,2,8,1,6,7,2,1,1
14940,7,1,5,1,3,2,,,2,,2,,1,,2,1
14941,2,1,8,1,3,4,1,,2,,1,,7,4,1,1
14942,3,3,1,2,1,2,4,2,2,5,2,7,6,,1,1
14943,4,1,7,1,4,2,4,,2,,2,,5,,1,1
14944,1,1,,1,1,2,2,,,,,,7,4,1,1
14945,2,1,6,1,3,5,1,,1,,1,,1,,2,1
14946,1,1,,1,1,4,4,,1,,,,1,,2,1
14947,6,1,8,1,3,2,3,,2,,2,,4,,1,1
14948,6,1,2,1,2,2,1,1,2,5,2,1,1,,2,1
14949,1,1,,1,1,4,4,,,,,,7,4,2,1
14950,4,1,1,1,1,2,2,3,2,7,2,2,7,2,2,1
14951,1,1,,1,2,2,3,,,,,,1,,2,1
14952,1,1,,1,4,2,1,,1,,,,2,,2,1
14953,1,3,,2,1,1,1,,1,,,,7,1,1,1
14954,1,1,,1,1,2,2,,1,,,,4,,2,1
14955,3,2,1,1,1,3,4,3,2,5,1,1,5,,1,1
14956,1,1,,1,2,2,3,,,,,,1,,2,1
14957,2,1,2,1,1,4,2,3,2,8,1,3,7,2,2,1
14958,3,3,1,1,2,3,4,3,2,5,1,7,7,4,1,1
14959,1,1,,1,1,2,3,,1,,,,2,,1,1
14960,6,1,2,1,4,1,1,1,2,8,4,2,1,,1,1
14961,1,1,,1,1,2,3,,1,,,,5,,2,1
14962,1,1,,1,1,3,3,,1,,,,7,4,2,1
14963,1,1,,1,1,4,2,,1,,,,1,,1,1
14964,2,3,6,1,1,2,2,,1,,1,,8,1,2,1
14965,1,1,,1,1,2,2,,1,,,,7,4,1,1
14966,3,1,1,1,1,3,3,3,2,4,1,5,2,,2,1
14967,1,1,,1,2,2,2,,1,,,,2,,2,1
14968,5,1,1,1,1,2,1,4,2,3,2,1,2,,2,1
14969,6,1,7,1,4,2,2,,2,,2,,3,,1,1
14970,5,1,2,1,1,2,3,4,2,1,2,5,2,,2,1
14971,3,2,1,1,1,2,2,1,2,7,2,1,1,,1,1
14972,3,1,1,1,1,2,3,1,2,8,2,6,1,,1,1
14973,8,1,1,1,2,1,3,1,2,1,5,4,3,,1,1
14974,5,1,1,1,2,3,4,3,2,8,4,6,1,,1,1
14975,1,1,,1,1,4,1,,1,,,,7,4,1,1
14976,4,1,1,1,2,2,2,2,2,8,2,4,8,2,2,1
14977,2,3,7,1,1,3,3,,2,,1,,1,,2,1
14978,3,1,1,1,1,3,1,3,2,8,1,2,1,,1,1
